W_Vad_Pos,W_Vad_Neg,W_Vad_Neu,W_Vad_Comp,W_BERT_SCORE,W_Polarity,W_Subjectivity,close,change
9.709,701.417,2089.874,-1390.9981,2673.000495,-1412.860317,1905.934921,38141.81,0
0,0,590,0,542.4756318,126.4285714,252.8571429,38748.77,1
0,89.784,1606.216,-254.8524,1552.219591,285.8811429,720.3702857,39286.51,1
4.853,117.477,1200.67,-333.0745,1227.340813,132.5967532,270.1071429,39567.28,1
0,0,1036,0,980.058264,0,0,39435.98,0
4.138,0,2001.862,17.6144,1419.634126,103.5681818,1965.25,39277.86,0
24.08,5.94,995.07,78.3298,949.3408526,131.6785714,296.3571429,40601.77,1
222.345,0,3401.655,1045.6643,3205.931641,973.875,1915.2875,40544.53,0
9.994,0,618.006,13.7256,575.1564289,145.4285714,279.4571429,40214.03,0
30.55,368.991,3183.459,-2074.0232,2529.560041,188,793,40231.38,1
41.412,124.496,539.092,-259.4588,570.1716685,-87.85,114.9166667,39724.29,0
740.8,114.822,8335.378,2430.3949,8032.029091,1215.331818,4446.422727,39921.94,1
0,0,295,0,262.6473229,47.64444444,122.8444444,40191.31,1
221.976,95.064,7749.96,415.7999,5062.894158,594.7073333,2140.27475,38916.73,0
0,495.086,3054.914,-1080.6287,2860.410763,-666.391,2048.396,39167.52,1
248.732,12.555,1379.715,352.8606,1491.874563,452.862963,195.6759259,38806.3,0
603.065,52.482,2598.453,753.239,2907.353026,334.8745455,287.2518182,38599.55,0
18.472,6.232,17320.144,93.9752,15325.88909,16.41666667,93.51666667,39077.84,1
5.04,93.452,7382.508,-253.4076,6994.403808,37.69066667,232.3893333,38708.29,0
1176.268,0,14173.732,4394.1019,10708.00217,-1004.888889,2403.716667,38554.15,0
267.953,11.845,1854.202,460.4226,1909.862528,482.0060606,560.9090909,38766.9,1
402.557,0,3956.443,1938.767,2866.396059,72.77416667,1158.533333,39098.18,1
0,0,624,0,574.4073855,126.4285714,252.8571429,39014.76,0
1970.213,107.531,12627.256,5218.7341,13554.08546,2049.398016,8479.109458,39309.56,1
4396.752,0,23941.248,19669.68,26468.74015,15680.05714,26217.71429,38671.98,0
0,0,0,0,0,0,0,37674.87,0
0,0,31697,0,29090.83464,6554.428571,6690.457143,37911.35,1
0,0,0,0,0,0,0,37661.73,0
1517.911,27.994,10623.088,3756.322,11344.97283,2053.35,6156.55,37795.64,1
494.577,1027.265,3272.697,-882.0307,3965.948621,174.05,297.9166667,38205.27,1
113.056,90.144,6979.8,251.6038,6647.425662,173.6738095,976.947619,38311.46,1
0,0,1137,0,1047.238127,345.2285714,471.6571429,38323.95,1
1323.321,708.762,8970.932,2895.4398,8534.657449,1138.626936,4173.953923,38889.36,1
589.992,0,3945.008,1047.5364,4140.223575,0,202.4,39332.15,1
0,0,85,0,76.08001918,0,0,39266.86,0
37.368,0,17715.632,94.8353,13222.34986,216.9512987,613.3988095,39736.35,1
46.485,24.32,506.067,187.6074,327.8641224,19.95555556,219.5111111,39330,0
25.429,21.357,28017.195,52.9255,24554.19261,-2142.564762,14148.37714,39895.52,1
3111.321,2902.48,45985.199,1755.7383,46641.73417,-11002.36288,39058.76667,40065.52,1
463.967,810.247,6988.786,-2465.8025,7567.2426,3377.5,4233,39721.37,0
28.289,0,1931.711,82.0755,1740.105733,64.6,217.0833333,38850,0
83.536,43.86,1399.604,302.7512,1401.041469,153.5,698.1666667,39101.86,1
13.373,370.111,2147.516,-310.5074,1976.553761,124.734127,660.1039683,39153.55,1
6.48,0,1414.52,27.232,1246.716311,5,19.5,38828.53,0
0,0,0,0,0,0,0,38499.16,0
4.509,0,22.491,15.8571,21.60469311,2.7,8.1,38995.42,1
493.584,89.784,4300.632,1902.5028,4218.194921,33.024,1670.656,38538.2,0
138.754,7.936,991.31,203.49,917.2869319,16,106.1,38503.47,0
548.608,257.848,4108.544,124.8144,4163.85274,-13.54,2071.9,38049.81,0
9.619,27.367,220.193,-124.0182,230.5558897,20.059375,134.109375,38205.89,1
27.322,0,130.678,82.1926,133.1609395,12.06,63.54666667,38332.56,1
1094.999,0,7692.001,2385.8881,7877.456071,1025.928571,5484.957143,38286.17,0
0,0,0,0,0,0,0,37381.18,0
1595.659,14.837,26896.504,4075.4451,25612.13451,2096.75,6351.821429,37019.44,0
724.23,12.555,3018.215,1696.3177,3478.429773,434.95,614.25,36872.95,0
1517.148,2.943,13491.909,3895.7283,14010.93003,2047.845,6155.745,37000,1
4398.725,2506.086,17849.881,10398.9137,21312.89901,2609.44697,10606.41212,36035.79,0
729.736,573.837,4851.99,-231.2489,5184.356796,1581.95,1530.725,36042.46,1
553.536,539.152,2780.832,71.424,3115.444985,173.6,322.4,35983.47,0
1551.987,414.102,27046.89,517.443,23754.19155,1056.366414,9260.80101,35399.35,0
314.077,112.079,31938.501,1102.5862,29199.92387,570.024,9241.772667,36654.28,1
0,0,11487,0,10520.73164,-1148.7,6892.2,37000,1
5.871,338.614,4125.515,-1683.814,4193.515598,-27.68125,996.525,36617.52,0
142.645,2.01,780.345,233.455,737.7381364,3.833333333,97.77083333,36774.31,1
4198.003,9.576,23020.421,13020.3383,25595.80161,13238.1,12943.7,35854.84,0
241.12,0,1450.88,341.0341,1554.417714,452.1,160.3,35984.28,1
2010.153,761.107,15963.74,1781.913,17244.9513,5388.7,10417.85417,36243.63,1
710.195,44.496,3697.309,1846.0425,3774.441549,1315.485714,1421.357143,35802.58,0
85.634,173.17,32164.196,-616.885,29939.75863,-345.65,26228.55,35225.1,0
42.502,4627.53,35516.968,-18997.7198,28325.42336,-16967.81818,17395.77273,35060.73,0
1318.888,0.624,11771.488,6267.7572,12104.37401,4297.619048,8263.52381,35060.14,0
241.12,99.339,1787.541,57.4957,1759.501704,474.624,428.356,35692.46,1
587.068,84.245,5125.687,2430.4879,4927.427695,43.42777778,1247.086111,36244.62,1
39.56,89.784,1246.656,28.1736,1262.380736,54.524,752.156,36390.5,1
1517.148,89.784,9160.068,3658.9794,9893.974213,2083.224,6365.256,36369.61,0
488.24,0,2108.76,743.2304,2414.006311,3.36,10.88,36485.42,1
0,28.224,1986.776,-121.4955,1841.253495,0,479,35730.36,0
98.5,77.23,12400.27,161.5297,11461.4363,-1062.170342,7181.592308,36913.73,1
1517.148,0,31729.852,3913.8318,30742.67143,-247,19943.4,36563.26,0
20.496,46.848,17626.656,-184.9276,15819.05626,0,0,36206.16,0
752.01,1625.413,32645.577,-4067.2097,32248.09521,-2451.525974,19094.59675,35798.03,0
2611.225,0,21282.775,10048.8943,20504.15448,-77.62045455,275.85,35406.58,0
0,0,0,0,0,0,0,35233.93,0
19.47,15.824,20697.706,38.7112,18576.65049,0,0,35395.25,1
3891.03,0,16091.97,16503.9534,15522.14663,2229.780317,6854.040635,34786.64,0
1517.148,17,15039.852,3845.5318,15253.06295,2091.45,6238.516667,34890.92,1
347.334,25.326,13656.938,1026.7444,13044.94847,-963.2482143,7379.001786,34637.32,0
11.782,0,66.218,22.6808,72.55063522,13,37.6,34405.23,0
206.363,7.67,3211.949,712.5161,3123.794629,156.0625,194.9883333,34854.55,1
562.14,292.945,2283.915,336.1971,2239.91718,343.3,1560.55,33929.6,0
0,89.784,1052.216,-254.8524,1050.040547,33.024,214.656,34075.98,1
984.82,0,22706.18,4261.148,19865.27445,1992.603571,5510.085714,34059.74,0
1517.148,0,8765.852,3913.8318,9505.365788,2050.2,6150.6,34254.2,1
0,0,17427,0,15396.44806,0,0,34701.82,1
65.376,0,1296.624,520.0116,791.7221847,341.5318182,540.6727273,34496.17,0
1552.372,744.719,8506.42,4733.6857,8589.515024,1176.039394,3337.409091,34632.08,1
0,0,0,0,0,0,0,33900.53,0
0,0,0,0,0,0,0,33923.58,1
0,0,0,0,0,0,0,34565.12,1
0,0,0,0,0,0,0,34775.61,1
0,0,0,0,0,0,0,34775.13,0
0,0,0,0,0,0,0,35359.07,1
0,0,0,0,0,0,0,35816.18,1
0,0,0,0,0,0,0,36024.39,1
0,0,0,0,0,0,0,35715.14,0
0,0,0,0,0,0,0,35876.85,1
0,0,0,0,0,0,0,35733.61,0
0,0,0,0,0,0,0,36397.21,1
0,0,0,0,0,0,0,35550.2,0
0,0,0,0,0,0,0,35713.66,1
0,0,0,0,0,0,0,35367.24,0
0,0,0,0,0,0,0,35495.87,1
0,0,0,0,0,0,0,35778.07,1
0,0,0,0,0,0,0,35848.16,1
0,0,0,0,0,0,0,36155.57,1
0,0,0,0,0,0,0,36102.48,0
0,0,0,0,0,0,0,36070.06,0
0,0,0,0,0,0,0,35969.5,0
0,0,0,0,0,0,0,35718.37,0
0,0,0,0,0,0,0,35677.72,0
0,0,0,0,0,0,0,35358.83,0
0,0,0,0,0,0,0,34838.48,0
0,0,0,0,0,0,0,34751.38,0
0,0,0,0,0,0,0,34539.79,0
0,0,0,0,0,0,0,34537.8,0
0,0,0,0,0,0,0,34497.63,0
0,0,0,0,0,0,0,35106.83,1
0,0,0,0,0,0,0,35835.21,1
0,0,0,0,0,0,0,36160.96,1
0,0,0,0,0,0,0,35938.75,0
0,0,0,0,0,0,0,36890.65,1
0,0,0,0,0,0,0,36826.75,0
0,0,0,0,0,0,0,36776.12,0
0,0,0,0,0,0,0,36759.37,0
0,0,0,0,0,0,0,36648.73,0
0,0,0,0,0,0,0,37024.09,1
0,0,0,0,0,0,0,37138.97,1
0,0,0,0,0,0,0,36968.61,0
0,0,0,0,0,0,0,36713.77,0
0,0,0,0,0,0,0,36907.65,1
0,0,0,0,0,0,0,36695.69,0
0,0,0,0,0,0,0,36957.94,1
0,0,0,0,0,0,0,36886.51,0
0,0,0,0,0,0,0,37341.41,1
0,0,0,0,0,0,0,37820.94,1
0,0,0,0,0,0,0,37232.3,0
0,0,0,0,0,0,0,36838.54,0
0,0,0,0,0,0,0,36703.13,0
0,0,0,0,0,0,0,36766.96,1
0,0,0,0,0,0,0,37285.66,1
0,0,0,0,0,0,0,36929.67,0
0,0,0,0,0,0,0,36857.37,0
0,0,0,0,0,0,0,36213.4,0
0,0,0,0,0,0,0,36245.36,1
0,0,0,0,0,0,0,36458.78,1
0,0,0,0,0,0,0,36600.18,1
0,0,0,0,0,0,0,36159.9,0
0,0,0,0,0,0,0,37038.44,1
0,0,0,0,0,0,0,36645.61,0
0,0,0,0,0,0,0,36236.59,0
0,0,0,0,0,0,0,35933.18,0
0,0,0,0,0,0,0,36159.66,1
0,0,0,0,0,0,0,36211.4,1
0,0,0,0,0,0,0,35964.59,0
0,0,0,0,0,0,0,36332.22,1
0,0,0,0,0,0,0,36437.05,1
0,0,0,0,0,0,0,36429.31,0
0,0,0,0,0,0,0,36693.3,1
0,0,0,0,0,0,0,36204.62,0
0,0,0,0,0,0,0,36298.41,1
0,0,0,0,0,0,0,36271.87,0
0,0,0,0,0,0,0,36493.54,1
0,0,0,0,0,0,0,36677.57,1
0,0,0,0,0,0,0,36830.52,1
0,0,0,0,0,0,0,36745.4,0
0,0,0,0,0,0,0,37238.64,1
0,0,0,0,0,0,0,37384.5,1
0,0,0,0,0,0,0,37279.75,0
0,0,0,0,0,0,0,37165.89,0
0,0,0,0,0,0,0,37179.22,1
0,0,0,0,0,0,0,37289.14,1
0,0,0,0,0,0,0,37552.6,1
0,0,0,0,0,0,0,37874.28,1
0,0,0,0,0,0,0,38034.88,1
0,0,0,0,0,0,0,37882.96,0
0,0,0,0,0,0,0,38026.25,1
0,0,0,0,0,0,0,38017.8,0
0,0,0,0,0,0,0,37895.52,0
0,0,0,0,0,0,0,37749.27,0
0,0,0,0,0,0,0,37798.9,1
0,0,0,0,0,0,0,37547.97,0
0,0,0,0,0,0,0,37589.36,1
0,0,0,0,0,0,0,37488.54,0
0,0,0,0,0,0,0,37299.55,0
0,0,0,0,0,0,0,37416.9,1
0,0,0,0,0,0,0,37656.29,1
0,0,0,0,0,0,0,37980.94,1
0,0,0,0,0,0,0,38796.98,1
0,0,0,0,0,0,0,38961.48,1
0,0,0,0,0,0,0,38662.07,0
0,0,0,0,0,0,0,38818.76,1
0,0,0,0,0,0,0,39135.72,1
0,0,0,0,0,0,0,39282.91,1
0,0,0,0,0,0,0,38784.81,0
0,0,0,0,0,0,0,39033.14,1
0,0,0,0,0,0,0,38455.31,0
0,0,0,0,0,0,0,38642.35,1
0,0,0,0,0,0,0,38573.06,0
0,0,0,0,0,0,0,38905.46,1
0,0,0,0,0,0,0,38813.97,0
0,0,0,0,0,0,0,38582.16,0
0,0,0,0,0,0,0,38598.24,1
0,0,0,0,0,0,0,38713.77,1
0,0,0,0,0,0,0,38771.19,1
0,0,0,0,0,0,0,38909.29,1
0,0,0,0,0,0,0,39219.88,1
0,0,0,0,0,0,0,38685.04,0
0,0,0,0,0,0,0,37915.64,0
0,0,0,0,0,0,0,37802.95,0
0,0,0,0,0,0,0,37960.98,1
0,0,0,0,0,0,0,37583.41,0
0,0,0,0,0,0,0,36744.23,0
0,0,0,0,0,0,0,36793.51,1
0,0,0,0,0,0,0,36621.98,0
0,0,0,0,0,0,0,36724.83,1
0,0,0,0,0,0,0,36856.13,1
0,0,0,0,0,0,0,36641.98,0
0,0,0,0,0,0,0,36586.62,0
0,0,0,0,0,0,0,36905.23,1
0,0,0,0,0,0,0,36746.06,0
0,0,0,0,0,0,0,36741.52,0
0,0,0,0,0,0,0,37000,1
0,0,0,0,0,0,0,36926.26,0
0,0,0,0,0,0,0,37118.07,1
0,0,0,0,0,0,0,37140.74,1
0,0,0,0,0,0,0,36835.04,0
0,0,0,0,0,0,0,37054.71,1
0,0,0,0,0,0,0,37224.57,1
0,0,0,0,0,0,0,37124.9,0
0,0,0,0,0,0,0,36887.32,0
0,0,0,0,0,0,0,37700.87,1
0,0,0,0,0,0,0,37722.02,1
0,0,0,0,0,0,0,37648.18,0
0,0,0,0,0,0,0,37403.38,0
0,0,0,0,0,0,0,37695.64,1
0,0,0,0,0,0,0,37613.77,0
0,0,0,0,0,0,0,37702.84,1
0,0,0,0,0,0,0,37596.51,0
0,0,0,0,0,0,0,37793.45,1
0,0,0,0,0,0,0,36347.87,0
0,0,0,0,0,0,0,36492.44,1
0,0,0,0,0,0,0,35903.17,0
0,0,0,0,0,0,0,36056.63,1
0,0,0,0,0,0,0,35751.01,0
0,0,0,0,0,0,0,35653.57,0
0,0,0,0,0,0,0,36334.27,1
0,0,0,0,0,0,0,36098.55,0
0,0,0,0,0,0,0,36025.75,0
0,0,0,0,0,0,0,36037.26,1
0,0,0,0,0,0,0,35764.83,0
0,0,0,0,0,0,0,35845.63,1
0,0,0,0,0,0,0,35000,0
0,0,0,0,0,0,0,35073.62,1
0,0,0,0,0,0,0,35532.14,1
0,0,0,0,0,0,0,35587.29,1
0,0,0,0,0,0,0,36236.91,1
0,0,0,0,0,0,0,36140.88,0
0,0,0,0,0,0,0,36015.7,0
0,0,0,0,0,0,0,36107.71,1
0,0,0,0,0,0,0,36234.11,1
0,0,0,0,0,0,0,35885.48,0
0,0,0,0,0,0,0,36148.34,1
0,0,0,0,0,0,0,36337.12,1
0,0,0,0,0,0,0,36186.9,0
0,0,0,0,0,0,0,36037.99,0
0,0,0,0,0,0,0,35889.07,0
0,0,0,0,0,0,0,35897.43,1
0,0,0,0,0,0,0,35649.16,0
0,0,0,0,0,0,0,36136.68,1
0,0,0,0,0,0,0,36163.93,1
0,0,0,0,0,0,0,36261.62,1
0,0,0,0,0,0,0,36048.5,0
0,0,0,0,0,0,0,35905.03,0
0,0,0,0,0,0,0,35762.58,0
0,0,0,0,0,0,0,35988.71,1
0,0,0,0,0,0,0,35956.76,0
0,0,0,0,0,0,0,35570.16,0
0,0,0,0,0,0,0,35808.85,1
0,0,0,0,0,0,0,36311.91,1
0,0,0,0,0,0,0,36671.94,1
0,0,0,0,0,0,0,36667.66,0
0,0,0,0,0,0,0,36397.69,0
0,0,0,0,0,0,0,36275.56,0
0,0,0,0,0,0,0,36306.76,1
0,0,0,0,0,0,0,36110.63,0
0,0,0,0,0,0,0,36152.73,1
0,0,0,0,0,0,0,36132.56,0
0,0,0,0,0,0,0,36298.9,1
0,0,0,0,0,0,0,36529.59,1
0,0,0,0,0,0,0,36402.95,0
0,0,0,0,0,0,0,36631.06,1
0,0,0,0,0,0,0,36330.42,0
0,0,0,0,0,0,0,36068.3,0
0,0,0,0,0,0,0,36042.64,0
0,0,0,0,0,0,0,35800.51,0
0,0,0,0,0,0,0,35728.78,0
0,0,0,0,0,0,0,35500,0
0,0,0,0,0,0,0,35649,1
0,0,0,0,0,0,0,34449.05,0
0,0,0,0,0,0,0,34133.72,0
0,0,0,0,0,0,0,34173.47,1
0,0,0,0,0,0,0,33582.62,0
0,0,0,0,0,0,0,33697.12,1
0,0,0,0,0,0,0,33790.14,1
0,0,0,0,0,0,0,32710.71,0
0,0,0,0,0,0,0,32846.74,1
0,0,0,0,0,0,0,32871.77,1
0,0,0,0,0,0,0,32913.81,1
0,0,0,0,0,0,0,32623.45,0
0,0,0,0,0,0,0,32983.5,1
0,0,0,0,0,0,0,32919.65,0
0,0,0,0,0,0,0,32851.34,0
0,0,0,0,0,0,0,32826.54,0
0,0,0,0,0,0,0,33115.79,1
0,0,0,0,0,0,0,32915.65,0
0,0,0,0,0,0,0,32404.07,0
0,0,0,0,0,0,0,31779.82,0
0,0,0,0,0,0,0,31752.08,0
0,0,0,0,0,0,0,32204.59,1
0,0,0,0,0,0,0,32196.28,0
0,0,0,0,0,0,0,32777.66,1
0,0,0,0,0,0,0,32913.02,1
0,0,0,0,0,0,0,33635.7,1
0,0,0,0,0,0,0,33503.24,0
0,0,0,0,0,0,0,33450.5,0
0,0,0,0,0,0,0,33411.69,0
0,0,0,0,0,0,0,32924.34,0
0,0,0,0,0,0,0,32558.84,0
0,0,0,0,0,0,0,32887.92,1
0,0,0,0,0,0,0,32882.92,0
0,0,0,0,0,0,0,32995.66,1
0,0,0,0,0,0,0,33531.1,1
0,0,0,0,0,0,0,34240,1
0,0,0,0,0,0,0,34178.39,0
0,0,0,0,0,0,0,34041.43,0
0,0,0,0,0,0,0,34035.3,0
0,0,0,0,0,0,0,34506.26,1
0,0,0,0,0,0,0,35008.32,1
0,0,0,0,0,0,0,34924.77,0
0,0,0,0,0,0,0,35108,1
0,0,0,0,0,0,0,34715.68,0
0,0,0,0,0,0,0,36367.91,1
0,0,0,0,0,0,0,36522,1
0,0,0,0,0,0,0,36575.7,1
0,0,0,0,0,0,0,35910.63,0
0,0,0,0,0,0,0,36291.76,1
0,0,0,0,0,0,0,36422.93,1
0,0,0,0,0,0,0,36687.89,1
0,0,0,0,0,0,0,37117.43,1
0,0,0,0,0,0,0,37400,1
0,0,0,0,0,0,0,36975.38,0
0,0,0,0,0,0,0,36916.99,0
0,0,0,0,0,0,0,37129.67,1
0,0,0,0,0,0,0,36983.77,0
0,0,0,0,0,0,0,36825.11,0
0,0,0,0,0,0,0,36849.72,1
0,0,0,0,0,0,0,36750.1,0
0,0,0,0,0,0,0,36994.71,1
0,0,0,0,0,0,0,36413.32,0
0,0,0,0,0,0,0,37432.7,1
0,0,0,0,0,0,0,37861.11,1
0,0,0,0,0,0,0,37838.13,0
0,0,0,0,0,0,0,37800,0
0,0,0,0,0,0,0,37888.6,1
0,0,0,0,0,0,0,37000,0
0,0,0,0,0,0,0,36923.55,0
0,0,0,0,0,0,0,36838.62,0
0,0,0,0,0,0,0,36478.77,0
0,0,0,0,0,0,0,36805.94,1
0,0,0,0,0,0,0,36706.18,0
0,0,0,0,0,0,0,36503.37,0
0,0,0,0,0,0,0,36726.12,1
0,0,0,0,0,0,0,36849.05,1
0,0,0,0,0,0,0,36707.54,0
0,0,0,0,0,0,0,36451.82,0
0,0,0,0,0,0,0,36326.26,0
0,0,0,0,0,0,0,36360.83,1
0,0,0,0,0,0,0,36784.65,1
0,0,0,0,0,0,0,37092.37,1
0,0,0,0,0,0,0,37014.27,0
0,0,0,0,0,0,0,36542.45,0
0,0,0,0,0,0,0,37156.77,1
0,0,0,0,0,0,0,37045.15,0
0,0,0,0,0,0,0,37050.96,1
0,0,0,0,0,0,0,37509.44,1
0,0,0,0,0,0,0,37398.31,0
0,0,0,0,0,0,0,37343.56,0
0,0,0,0,0,0,0,37466.18,1
0,0,0,0,0,0,0,37258.06,0
0,0,0,0,0,0,0,36830.98,0
0,0,0,0,0,0,0,36665.61,0
0,0,0,0,0,0,0,36935.33,1
0,0,0,0,0,0,0,37190.7,1
0,0,0,0,0,0,0,37268.86,1
0,0,0,0,0,0,0,37173.31,0
0,0,0,0,0,0,0,36935.58,0
0,0,0,0,0,0,0,37358.03,1
0,0,0,0,0,0,0,37341.11,0
0,0,0,0,0,0,0,37087.67,0
0,0,0,0,0,0,0,36244.18,0
0,0,0,0,0,0,0,35571.17,0
0,0,0,0,0,0,0,35612.24,1
0,0,0,0,0,0,0,35264.57,0
0,0,0,0,0,0,0,35193,0
0,0,0,0,0,0,0,35329.55,1
0,0,0,0,0,0,0,35348.34,1
0,0,0,0,0,0,0,35183.35,0
0,0,0,0,0,0,0,35264.87,1
0,0,0,0,0,0,0,35705.31,1
0,0,0,0,0,0,0,35617.4,0
0,0,0,0,0,0,0,36038.27,1
0,0,0,0,0,0,0,36010.86,0
0,0,0,0,0,0,0,35684.82,0
0,0,0,0,0,0,0,35441.64,0
0,0,0,0,0,0,0,35563.54,1
0,0,0,0,0,0,0,35747.98,1
0,0,0,0,0,0,0,35919.04,1
0,0,0,0,0,0,0,35745.71,0
0,0,0,0,0,0,0,36000.81,1
0,0,0,0,0,0,0,35827.78,0
0,0,0,0,0,0,0,35702.13,0
0,0,0,0,0,0,0,35542.76,0
0,0,0,0,0,0,0,35730.19,1
0,0,0,0,0,0,0,35800.32,1
0,0,0,0,0,0,0,35491.3,0
0,0,0,0,0,0,0,34880,0
0,0,0,0,0,0,0,35196.01,1
0,0,0,0,0,0,0,34974.85,0
0,0,0,0,0,0,0,35365.49,1
0,0,0,0,0,0,0,35283.82,0
0,0,0,0,0,0,0,35643.5,1
0,0,0,0,0,0,0,35854.37,1
0,0,0,0,0,0,0,35990.59,1
0,0,0,0,0,0,0,35902.76,0
0,0,0,0,0,0,0,35903.56,1
0,0,0,0,0,0,0,35907.55,1
0,0,0,0,0,0,0,35796.39,0
0,0,0,0,0,0,0,36051,1
0,0,0,0,0,0,0,37046.84,1
0,0,0,0,0,0,0,37330.45,1
0,0,0,0,0,0,0,37510.64,1
0,0,0,0,0,0,0,37695.47,1
0,0,0,0,0,0,0,39286.97,1
0,0,0,0,0,0,0,38925.86,0
0,0,0,0,0,0,0,38895,0
0,0,0,0,0,0,0,39013.76,1
0,0,0,0,0,0,0,39124.38,1
0,0,0,0,0,0,0,39192.59,1
0,0,0,0,0,0,0,38995.7,0
0,0,0,0,0,0,0,38993.96,0
0,0,0,0,0,0,0,39296.63,1
0,0,0,0,0,0,0,39426.88,1
0,0,0,0,0,0,0,39587.59,1
0,0,0,0,0,0,0,39582.76,0
0,0,0,0,0,0,0,39009.98,0
0,0,0,0,0,0,0,39098.75,1
0,0,0,0,0,0,0,39342.91,1
0,0,0,0,0,0,0,39181.05,0
0,0,0,0,0,0,0,39600,1
0,0,0,0,0,0,0,40567.22,1
0,0,0,0,0,0,0,40565.79,0
0,0,0,0,0,0,0,40687.23,1
0,0,0,0,0,0,0,40160.97,0
0,0,0,0,0,0,0,40237.49,1
0,0,0,0,0,0,0,39765.93,0
0,0,0,0,0,0,0,39696.86,0
0,0,0,0,0,0,0,39847.46,1
0,0,0,0,0,0,0,40283.96,1
0,0,0,0,0,0,0,40186.96,0
0,0,0,0,0,0,0,40532.79,1
0,0,0,0,0,0,0,40380.97,0
0,0,0,0,0,0,0,39952.02,0
0,0,0,0,0,0,0,40267.96,1
0,0,0,0,0,0,0,40430.88,1
0,0,0,0,0,0,0,40542.43,1
0,0,0,0,0,0,0,40353.66,0
0,0,0,0,0,0,0,40301.64,0
0,0,0,0,0,0,0,40390.37,1
0,0,0,0,0,0,0,39843.07,0
0,0,0,0,0,0,0,40119.69,1
0,0,0,0,0,0,0,39907.7,0
0,0,0,0,0,0,0,39860.85,0
0,0,0,0,0,0,0,40414.6,1
0,0,0,0,0,0,0,40310.91,0
0,0,0,0,0,0,0,40028.56,0
0,0,0,0,0,0,0,40061.79,1
0,0,0,0,0,0,0,40228.05,1
0,0,0,0,0,0,0,40699.64,1
0,0,0,0,0,0,0,40602.06,0
0,0,0,0,0,0,0,39980.88,0
0,0,0,0,0,0,0,39947.17,0
0,0,0,0,0,0,0,39969.69,1
0,0,0,0,0,0,0,40103.43,1
0,0,0,0,0,0,0,40171.47,1
0,0,0,0,0,0,0,39897.64,0
0,0,0,0,0,0,0,40112.78,1
0,0,0,0,0,0,0,40058.52,0
0,0,0,0,0,0,0,40028.29,0
0,0,0,0,0,0,0,40272.2,1
0,0,0,0,0,0,0,40274.14,1
0,0,0,0,0,0,0,40393.96,1
0,0,0,0,0,0,0,40131.91,0
0,0,0,0,0,0,0,40045.29,0
0,0,0,0,0,0,0,39978.8,0
0,0,0,0,0,0,0,39780.51,0
0,0,0,0,0,0,0,39094.97,0
0,0,0,0,0,0,0,39075.85,0
0,0,0,0,0,0,0,39250.05,1
0,0,0,0,0,0,0,38862.19,0
0,0,0,0,0,0,0,38769.42,0
0,0,0,0,0,0,0,38667.86,0
0,0,0,0,0,0,0,39170.95,1
0,0,0,0,0,0,0,38729.3,0
0,0,0,0,0,0,0,38687.88,0
0,0,0,0,0,0,0,38519.03,0
0,0,0,0,0,0,0,38768.56,1
0,0,0,0,0,0,0,38575.47,0
0,0,0,0,0,0,0,38353.99,0
0,0,0,0,0,0,0,38623.65,1
0,0,0,0,0,0,0,38685.39,1
0,0,0,0,0,0,0,38718.95,1
0,0,0,0,0,0,0,38858.13,1
0,0,0,0,0,0,0,38831.08,0
0,0,0,0,0,0,0,38719.79,0
0,0,0,0,0,0,0,39250.22,1
0,0,0,0,0,0,0,39205,0
0,0,0,0,0,0,0,39274,1
0,0,0,0,0,0,0,39504.21,1
0,0,0,0,0,0,0,39266.47,0
0,0,0,0,0,0,0,39170.64,0
0,0,0,0,0,0,0,38802.38,0
0,0,0,0,0,0,0,38737.13,0
0,0,0,0,0,0,0,38930.1,1
0,0,0,0,0,0,0,39027.17,1
0,0,0,0,0,0,0,38476.4,0
0,0,0,0,0,0,0,37696.68,0
0,0,0,0,0,0,0,37758.37,1
0,0,0,0,0,0,0,37700,0
0,0,0,0,0,0,0,37751.43,1
0,0,0,0,0,0,0,37729.37,0
0,0,0,0,0,0,0,37959.13,1
0,0,0,0,0,0,0,38097.68,1
0,0,0,0,0,0,0,37696.07,0
0,0,0,0,0,0,0,37664.85,0
0,0,0,0,0,0,0,37786.89,1
0,0,0,0,0,0,0,37952.35,1
0,0,0,0,0,0,0,37907.54,0
0,0,0,0,0,0,0,37608.27,0
0,0,0,0,0,0,0,37451.73,0
0,0,0,0,0,0,0,37705.12,1
0,0,0,0,0,0,0,37891.4,1
0,0,0,0,0,0,0,37511.53,0
0,0,0,0,0,0,0,37832.24,1
0,0,0,0,0,0,0,37835.81,1
0,0,0,0,0,0,0,37420.73,0
0,0,0,0,0,0,0,37210.68,0
0,0,0,0,0,0,0,36689.09,0
0,0,0,0,0,0,0,36382.16,0
0,0,0,0,0,0,0,36614.58,1
0,0,0,0,0,0,0,36243.31,0
0,0,0,0,0,0,0,35309.47,0
0,0,0,0,0,0,0,35335.67,1
0,0,0,0,0,0,0,35511.44,1
0,0,0,0,0,0,0,35661.66,1
0,0,0,0,0,0,0,35628.61,0
0,0,0,0,0,0,0,35840,1
0,0,0,0,0,0,0,35757.01,0
0,0,0,0,0,0,0,36145.79,1
0,0,0,0,0,0,0,35492.13,0
0,0,0,0,0,0,0,35132.5,0
0,0,0,0,0,0,0,35213.66,1
