W_Vad_Pos,W_Vad_Neg,W_Vad_Neu,W_Vad_Comp,W_BERT_SCORE,W_Polarity,W_Subjectivity,close,change
0,0,0,0,0,0,0,49075.24,1
0,0,0,0,0,0,0,49034.96,0
0,0,0,0,0,0,0,48847.84,0
0,0,0,0,0,0,0,48763.33,0
0,0,0,0,0,0,0,48541.71,0
0,0,0,0,0,0,0,48921.84,1
0,0,0,0,0,0,0,48734.82,0
0,0,0,0,0,0,0,48791.23,1
0,0,0,0,0,0,0,48991.53,1
0,0,0,0,0,0,0,49171.52,1
0,0,0,0,0,0,0,49232.41,1
0,0,0,0,0,0,0,48731.27,0
0,0,0,0,0,0,0,49034.47,1
0,0,0,0,0,0,0,48558.03,0
0,0,0,0,0,0,0,48582.39,1
0,0,0,0,0,0,0,48511.13,0
0,0,0,0,0,0,0,48076.16,0
0,0,0,0,0,0,0,47999.48,0
0,0,0,0,0,0,0,47877,0
0,0,0,0,0,0,0,47924.87,1
0,0,0,0,0,0,0,48124.71,1
0,0,0,0,0,0,0,47833.15,0
0,0,0,0,0,0,0,47663.42,0
0,0,0,0,0,0,0,47814.15,1
0,0,0,0,0,0,0,47846.85,1
0,0,0,0,0,0,0,47833.65,0
0,0,0,0,0,0,0,47792.96,0
0,0,0,0,0,0,0,47946.29,1
0,0,0,0,0,0,0,47721.51,0
0,0,0,0,0,0,0,47440.69,0
0,0,0,0,0,0,0,47037.91,0
0,0,0,0,0,0,0,47176.08,1
0,0,0,0,0,0,0,47260.05,1
0,0,0,0,0,0,0,46932.13,0
0,0,0,0,0,0,0,47135.82,1
0,0,36,0,24.66876554,0,0,47046.54,0
8123.022,5436.652,92619.432,3360.4256,82874.38685,3956.697714,20030.32631,46947.4,0
5109.427,4753.14,60582.433,4763.6154,60927.23848,-2787.504167,22649.27224,45947.75,0
12216.092,1361.113,176077.795,70655.6913,136226.868,9704.346962,98204.12014,46568.22,1
8146.657,3658.501,68731.842,5191.0481,68936.62335,15153.69899,25376.9213,47118.52,1
595377.436,3257.666,1441200.838,1135130.238,1693660.515,-11.45768867,145643.0529,46779.08,0
8259.415,7483.934,73253.634,31773.82,75791.84263,18094.77079,33426.21391,47010.22,1
1788.849,3537.797,56895.354,-6429.1936,55128.8571,-10478.98785,11130.76148,46780.04,0
9729.379,2647.683,43633.938,29446.616,46942.71317,2816.751631,11211.03129,46161.77,0
636.529,474.587,115703.671,649.0846,102060.2548,1119.965445,2327.005673,46864.07,1
42913.826,1302.77,71888.582,68552.1917,103865.4596,33412.44533,67669.54994,46524.46,0
540.45,184.816,8403.734,1400.1148,8253.385938,1138.663261,3356.905254,46210.92,0
0,0,0,0,0,0,0,46308.07,1
0,0,0,0,0,0,0,45712.06,0
0,0,0,0,0,0,0,45721.46,1
0,0,0,0,0,0,0,46312.7,1
0,0,0,0,0,0,0,46445.6,1
0,0,0,0,0,0,0,46646.52,1
0,0,0,0,0,0,0,46353.5,0
0,0,0,0,0,0,0,46408.03,1
0,0,0,0,0,0,0,46360.9,0
0,0,0,0,0,0,0,46870.45,1
0,0,0,0,0,0,0,47328.34,1
0,0,0,0,0,0,0,47094.04,0
0,0,0,0,0,0,0,47055.98,0
0,0,0,0,0,0,0,46665.42,0
0,0,0,0,0,0,0,47040.99,1
0,0,0,0,0,0,0,46898.52,0
0,0,0,0,0,0,0,46827.63,0
0,0,0,0,0,0,0,46688.83,0
0,0,0,0,0,0,0,46752.63,1
0,0,0,0,0,0,0,46681.4,0
0,0,0,0,0,0,0,46880.72,1
0,0,0,0,0,0,0,46987,1
0,0,0,0,0,0,0,46775.55,0
0,0,0,0,0,0,0,46881.87,1
0,0,0,0,0,0,0,46669.94,0
0,0,0,0,0,0,0,46587.5,0
0,0,0,0,0,0,0,47162.07,1
0,0,0,0,0,0,0,47737.51,1
0,0,0,0,0,0,0,47910.84,1
0,0,0,0,0,0,0,47621.03,0
0,0,0,0,0,0,0,47501.73,0
0,0,0,0,0,0,0,47551.79,1
0,0,0,0,0,0,0,47484.41,0
0,0,0,0,0,0,0,47134.59,0
0,0,0,0,0,0,0,47142.67,1
0,0,0,0,0,0,0,47173.27,1
0,0,0,0,0,0,0,47274.35,1
0,0,0,0,0,0,0,47642.37,1
0,0,0,0,0,0,0,47415.88,0
0,0,0,0,0,0,0,47251.3,0
0,0,0,0,0,0,0,47184.16,0
0,0,0,0,0,0,0,47140.36,0
0,0,0,0,0,0,0,47152.4,1
0,0,0,0,0,0,0,46694.95,0
0,0,0,0,0,0,0,46807.47,1
0,0,0,0,0,0,0,46753.47,0
0,0,0,0,0,0,0,47355.8,1
0,0,0,0,0,0,0,46704.67,0
0,0,0,0,0,0,0,46880.48,1
0,0,0,0,0,0,0,46619.21,0
0,0,0,0,0,0,0,46737.55,1
0,0,0,0,0,0,0,46697.39,0
0,0,0,0,0,0,0,46976.69,1
0,0,0,0,0,0,0,46433.02,0
0,0,0,0,0,0,0,46582.56,1
0,0,0,0,0,0,0,46465.28,0
0,0,0,0,0,0,0,46283.84,0
0,0,0,0,0,0,0,45862.42,0
0,0,0,0,0,0,0,45857.19,0
0,0,0,0,0,0,0,46107.16,1
0,0,0,0,0,0,0,45750.33,0
0,0,0,0,0,0,0,45721.56,0
0,0,0,0,0,0,0,46333,1
0,0,0,0,0,0,0,45969.1,0
0,0,0,0,0,0,0,46411.89,1
0,0,0,0,0,0,0,46109.62,0
0,0,0,0,0,0,0,46272.2,1
0,0,0,0,0,0,0,46604.53,1
0,0,0,0,0,0,0,47022.73,1
0,0,0,0,0,0,0,47000.49,0
0,0,0,0,0,0,0,46755.05,0
0,0,0,0,0,0,0,46915,1
0,0,0,0,0,0,0,46809.94,0
0,0,0,0,0,0,0,46960.69,1
0,0,0,0,0,0,0,46962.42,1
0,0,0,0,0,0,0,47953.27,1
0,0,0,0,0,0,0,48566.93,1
0,0,0,0,0,0,0,48632.29,1
0,0,0,0,0,0,0,48618.2,0
0,0,0,0,0,0,0,48608.3,0
0,0,0,0,0,0,0,48597.09,0
0,0,0,0,0,0,0,48640.7,1
0,0,0,0,0,0,0,48681.91,1
0,0,0,0,0,0,0,48870,1
0,0,0,0,0,0,0,48755.26,0
0,0,0,0,0,0,0,48955.09,1
0,0,0,0,0,0,0,48654.38,0
0,0,0,0,0,0,0,48402.77,0
0,0,0,0,0,0,0,48689.1,1
0,0,0,0,0,0,0,48665.45,0
0,0,0,0,0,0,0,48473.38,0
0,0,0,0,0,0,0,48644.53,1
0,0,0,0,0,0,0,48618.92,0
0,0,0,0,0,0,0,49108.59,1
0,0,0,0,0,0,0,49313,1
0,0,0,0,0,0,0,48929.86,0
0,0,0,0,0,0,0,48670.81,0
0,0,0,0,0,0,0,48853.34,1
0,0,0,0,0,0,0,49362.44,1
0,0,0,0,0,0,0,49264.46,0
0,0,0,0,0,0,0,49340.13,1
0,0,0,0,0,0,0,48988.16,0
0,0,0,0,0,0,0,49092.18,1
0,0,0,0,0,0,0,49279.79,1
0,0,0,0,0,0,0,49319.83,1
0,0,0,0,0,0,0,48926.8,0
0,0,0,0,0,0,0,49114.16,1
0,0,0,0,0,0,0,48996.16,0
0,0,0,0,0,0,0,48637.64,0
0,0,0,0,0,0,0,48584.3,0
0,0,0,0,0,0,0,48843.33,1
0,0,0,0,0,0,0,48895.34,1
0,0,0,0,0,0,0,49032.41,1
0,0,0,0,0,0,0,48728.5,0
0,0,0,0,0,0,0,48590.59,0
0,0,0,0,0,0,0,48952.29,1
0,0,0,0,0,0,0,48979.03,1
0,0,0,0,0,0,0,49080.71,1
0,0,0,0,0,0,0,49011.07,0
0,0,0,0,0,0,0,48618.99,0
0,0,0,0,0,0,0,48313.84,0
0,0,0,0,0,0,0,48499.88,1
0,0,0,0,0,0,0,48359.05,0
0,0,0,0,0,0,0,48558.3,1
0,0,0,0,0,0,0,48376.75,0
0,0,0,0,0,0,0,48414.14,1
0,0,0,0,0,0,0,48523.86,1
0,0,0,0,0,0,0,48157.22,0
0,0,0,0,0,0,0,48376.15,1
0,0,0,0,0,0,0,48398.26,1
0,0,0,0,0,0,0,48439.53,1
0,0,0,0,0,0,0,48406.56,0
0,0,0,0,0,0,0,48629.42,1
0,0,0,0,0,0,0,48624.5,0
0,0,0,0,0,0,0,48621.62,0
0,0,0,0,0,0,0,48839.27,1
0,0,0,0,0,0,0,49111.18,1
0,0,0,0,0,0,0,50055.03,1
0,0,0,0,0,0,0,50576.36,1
0,0,0,0,0,0,0,51144.77,1
0,0,0,0,0,0,0,50948.85,0
0,0,0,0,0,0,0,50841.77,0
0,0,0,0,0,0,0,50772.74,0
0,0,0,0,0,0,0,50850,1
0,0,0,0,0,0,0,50907.78,1
0,0,0,0,0,0,0,51368.5,1
0,0,0,0,0,0,0,51099.96,0
0,0,0,0,0,0,0,51068.03,0
0,0,0,0,0,0,0,50996.01,0
0,0,0,0,0,0,0,51027.65,1
0,0,0,0,0,0,0,50945.22,0
0,0,0,0,0,0,0,51023.14,1
0,0,0,0,0,0,0,51101.73,1
0,0,0,0,0,0,0,51292.93,1
0,0,0,0,0,0,0,51223.04,0
0,0,0,0,0,0,0,51039.25,0
0,0,0,0,0,0,0,51041.82,1
0,0,0,0,0,0,0,51093.93,1
0,0,0,0,0,0,0,50819,0
0,0,0,0,0,0,0,50999.93,1
0,0,0,0,0,0,0,50964.78,0
0,0,0,0,0,0,0,51168.08,1
0,0,0,0,0,0,0,51632.85,1
0,0,0,0,0,0,0,51169.98,0
0,0,0,0,0,0,0,51157.97,0
0,0,0,0,0,0,0,50923.72,0
0,0,0,0,0,0,0,50800.48,0
0,0,0,0,0,0,0,50841.48,1
0,0,0,0,0,0,0,51083.18,1
0,0,0,0,0,0,0,51025.94,0
0,0,0,0,0,0,0,50817.37,0
0,0,0,0,0,0,0,50883.32,1
0,0,0,0,0,0,0,50915.57,1
0,0,0,0,0,0,0,50924.13,1
0,0,0,0,0,0,0,50997.52,1
0,0,0,0,0,0,0,50966.97,0
0,0,0,0,0,0,0,50907.26,0
0,0,0,0,0,0,0,50843.64,0
0,0,0,0,0,0,0,50672.7,0
0,0,0,0,0,0,0,50716.58,1
0,0,0,0,0,0,0,50850.74,1
0,0,0,0,0,0,0,50893.12,1
0,0,0,0,0,0,0,50769.4,0
0,0,0,0,0,0,0,50678.08,0
0,0,0,0,0,0,0,50629.2,0
0,0,0,0,0,0,0,50797.64,1
0,0,0,0,0,0,0,51031.89,1
0,0,0,0,0,0,0,50935.53,0
0,0,0,0,0,0,0,50902.53,0
0,0,0,0,0,0,0,50998.36,1
0,0,0,0,0,0,0,50641.26,0
0,0,0,0,0,0,0,50442.22,0
0,0,0,0,0,0,0,50429.85,0
0,0,0,0,0,0,0,50575.47,1
0,0,0,0,0,0,0,50072.49,0
0,0,0,0,0,0,0,49710.8,0
0,0,0,0,0,0,0,49912.68,1
0,0,0,0,0,0,0,49910.95,0
0,0,0,0,0,0,0,49939.79,1
0,0,0,0,0,0,0,49967.45,1
0,0,0,0,0,0,0,49920.77,0
0,0,0,0,0,0,0,50041.4,1
0,0,0,0,0,0,0,50113.83,1
0,0,0,0,0,0,0,49770,0
0,0,0,0,0,0,0,49908.34,1
0,0,0,0,0,0,0,49860.49,0
0,0,0,0,0,0,0,49939.86,1
0,0,0,0,0,0,0,50096.02,1
0,0,0,0,0,0,0,50294.85,1
0,0,0,0,0,0,0,50290.26,0
0,0,0,0,0,0,0,50404.53,1
0,0,0,0,0,0,0,50381,0
0,0,0,0,0,0,0,50301.71,0
0,0,0,0,0,0,0,50823.01,1
0,0,0,0,0,0,0,51007.93,1
0,0,0,0,0,0,0,50791.21,0
0,0,0,0,0,0,0,50644.48,0
0,0,0,0,0,0,0,50833.61,1
0,0,0,0,0,0,0,50847.49,1
0,0,0,0,0,0,0,51031.24,1
0,0,0,0,0,0,0,51032.54,1
0,0,0,0,0,0,0,50890.52,0
0,0,0,0,0,0,0,50961.26,1
0,0,0,0,0,0,0,50723.68,0
0,0,0,0,0,0,0,50565.8,0
0,0,0,0,0,0,0,50794.5,1
0,0,0,0,0,0,0,50818.79,1
0,0,0,0,0,0,0,50788.9,0
0,0,0,0,0,0,0,51157.27,1
0,0,0,0,0,0,0,51332.23,1
0,0,0,0,0,0,0,51546.18,1
0,0,0,0,0,0,0,51462.42,0
0,0,0,0,0,0,0,51494.96,1
0,0,0,0,0,0,0,51898.74,1
0,0,0,0,0,0,0,51716.62,0
0,0,0,0,0,0,0,51248.39,0
0,0,0,0,0,0,0,51269.72,1
0,0,0,0,0,0,0,50990.92,0
0,0,0,0,0,0,0,51053.47,1
0,0,0,0,0,0,0,50718.11,0
0,0,0,0,0,0,0,50381.21,0
0,0,0,0,0,0,0,49869.63,0
0,0,0,0,0,0,0,49784.21,0
0,0,0,0,0,0,0,49813.26,1
0,0,0,0,0,0,0,49066.38,0
0,0,0,0,0,0,0,49224.21,1
0,0,0,0,0,0,0,49237.66,1
0,0,0,0,0,0,0,49246.52,1
0,0,0,0,0,0,0,49401.26,1
0,0,0,0,0,0,0,49051.82,0
0,0,0,0,0,0,0,49038.04,0
0,0,0,0,0,0,0,49228.48,1
0,0,0,0,0,0,0,49133.99,0
0,0,0,0,0,0,0,49040.05,0
0,0,0,0,0,0,0,49087.29,1
0,0,0,0,0,0,0,48970.46,0
0,0,0,0,0,0,0,48638.88,0
0,0,0,0,0,0,0,48025.3,0
0,0,0,0,0,0,0,47799.45,0
0,0,0,0,0,0,0,47706.3,0
0,0,0,0,0,0,0,47795.38,1
0,0,0,0,0,0,0,47570.6,0
0,0,0,0,0,0,0,47702.07,1
0,0,0,0,0,0,0,47543.3,0
0,0,0,0,0,0,0,47777.24,1
0,0,0,0,0,0,0,47768.16,0
0,0,0,0,0,0,0,48030.21,1
0,0,0,0,0,0,0,48022.82,0
0,0,0,0,0,0,0,47806.2,0
0,0,0,0,0,0,0,47913.67,1
0,0,0,0,0,0,0,47835.3,0
0,0,0,0,0,0,0,47546.06,0
0,0,0,0,0,0,0,47728.09,1
0,0,0,0,0,0,0,47952.03,1
0,0,0,0,0,0,0,47703.33,0
0,0,0,0,0,0,0,47748.34,1
0,0,0,0,0,0,0,46847.07,0
0,0,0,0,0,0,0,47441.42,1
0,0,0,0,0,0,0,47845.5,1
0,0,0,0,0,0,0,47981.83,1
0,0,0,0,0,0,0,47746.94,0
0,0,0,0,0,0,0,47579.64,0
0,0,0,0,0,0,0,47548,0
2219,17.303,11418.697,4497.5512,12768.40243,4446.41246,7148.798492,47148.29,0
18805.207,280.304,284605.489,110787.7111,271343.361,-14722.89622,62655.62913,47357.63,1
1109.276,1502.902,15522.768,775.1688,16004.80401,2447.571667,8562.351667,47234.01,0
36.202,4.972,20953.843,142.1626,19367.15738,467.1965758,1491.676833,47296.6,1
4022.877,825.201,46069.035,3336.5118,40416.07616,1482.596465,6230.720833,46483.36,0
0,0,0,0,0,0,0,46682.28,1
0,0,0,0,0,0,0,46578.9,0
0,0,0,0,0,0,0,46665.84,1
0,0,0,0,0,0,0,46517.75,0
0,0,0,0,0,0,0,46731.2,1
0,0,0,0,0,0,0,46772.29,1
0,0,0,0,0,0,0,46918.74,1
0,0,0,0,0,0,0,46994.93,1
8573.104,779.92,35404.976,19150.8629,28864.52889,535.6322222,3991.254312,46809.7,0
576.864,14.076,8890.06,1343.5437,7285.60116,160,414.5916667,46773.94,0
324.791,302.951,6013.258,534.4492,5637.750058,-450.4929105,1665.113932,46940.5,1
2018.673,9942.427,60592.83,-20443.7784,57119.52434,-2978.809007,9325.857852,47538.07,1
6944.116,39.937,49387.947,25178.0981,46441.82759,-674.4619949,13629.37774,47544.1,1
15529.628,1430.728,55858.486,34841.5328,55629.62438,7132.608593,22087.93234,47340.32,0
29440.007,167.43,54904.093,59236.8044,75025.18542,57101.78358,33830.88613,47356.07,1
6431.946,7404.726,87565.761,124.7075,87437.96329,12914.4081,40481.75695,47142.84,0
6543.313,179.954,39647.96,21324.281,38316.9393,7324.306667,17646.5975,47600.88,1
7686.29,31934.73,397594.125,-99555.2179,279739.916,38832.02244,147833.9909,47685.33,1
5434.9,8212.898,75468.202,-3721.7497,79583.29348,5334.456593,35396.63154,47877.61,1
26496.208,25833.177,2314446.615,69201.0453,2176585.866,-274038.7584,1429516.885,47572.09,0
20344.985,3701.369,224840.659,77854.821,216381.5266,51102.6693,58407.85413,47222.82,0
4922.975,247.652,56648.373,20460.2186,53306.70576,-848.8586136,14304.57145,47290.44,1
3450.643,87.564,22626.244,9875.5455,22678.31788,-743.3736111,10676.39653,47094.93,0
8819.536,700.834,85238.608,13430.9046,85450.27462,24549.6,27323.76944,47150.71,1
0,0,0,0,0,0,0,47104.82,0
0,0,0,0,0,0,0,47136.34,1
0,0,0,0,0,0,0,47017.85,0
0,0,0,0,0,0,0,47204.09,1
0,0,0,0,0,0,0,47354.47,1
0,0,0,0,0,0,0,47301.19,0
0,0,0,0,0,0,0,47406.83,1
0,0,0,0,0,0,0,47178.94,0
0,0,0,0,0,0,0,48452.54,1
0,0,0,0,0,0,0,48311.07,0
0,0,0,0,0,0,0,48046.32,0
0,0,0,0,0,0,0,47989.61,0
0,0,0,0,0,0,0,47993.07,1
0,0,0,0,0,0,0,47951.95,0
0,0,0,0,0,0,0,47998.28,1
0,0,0,0,0,0,0,47951.93,0
0,0,0,0,0,0,0,47493.59,0
0,0,0,0,0,0,0,47031.4,0
0,0,0,0,0,0,0,46648.83,0
0,0,0,0,0,0,0,45703.05,0
0,0,0,0,0,0,0,45876.39,1
0,0,0,0,0,0,0,46329.19,1
0,0,0,0,0,0,0,46322.7,0
0,0,0,0,0,0,0,46214.37,0
0,0,0,0,0,0,0,46650.66,1
0,0,0,0,0,0,0,46773.08,1
0,0,0,0,0,0,0,46808.1,1
0,0,0,0,0,0,0,46814.16,1
0,0,0,0,0,0,0,46706.13,0
0,0,0,0,0,0,0,47214.92,1
0,0,0,0,0,0,0,46984.84,0
0,0,0,0,0,0,0,47236.65,1
0,0,0,0,0,0,0,47122.75,0
0,0,0,0,0,0,0,47136.03,1
0,0,0,0,0,0,0,46897,0
0,0,0,0,0,0,0,46767.08,0
0,0,0,0,0,0,0,47097.87,1
0,0,0,0,0,0,0,47029.06,0
0,0,0,0,0,0,0,46929.43,0
0,0,0,0,0,0,0,47225.91,1
0,0,0,0,0,0,0,47280.62,1
0,0,0,0,0,0,0,47777.11,1
0,0,0,0,0,0,0,47587.72,0
0,0,0,0,0,0,0,47350.03,0
0,0,0,0,0,0,0,47426.66,1
0,0,0,0,0,0,0,47309.72,0
0,0,0,0,0,0,0,47444.72,1
0,0,0,0,0,0,0,47777.42,1
0,0,0,0,0,0,0,47638.65,0
0,0,0,0,0,0,0,47379.21,0
0,0,0,0,0,0,0,47387.65,1
0,0,0,0,0,0,0,47348.29,0
0,0,0,0,0,0,0,46912.64,0
0,0,0,0,0,0,0,47095.1,1
0,0,0,0,0,0,0,47155.89,1
0,0,0,0,0,0,0,47194.81,1
0,0,0,0,0,0,0,47238.28,1
0,0,0,0,0,0,0,47291.54,1
0,0,0,0,0,0,0,47201.74,0
0,0,0,0,0,0,0,47254.45,1
0,0,0,0,0,0,0,47308.81,1
0,0,0,0,0,0,0,47151.67,0
0,0,0,0,0,0,0,47131.8,0
0,0,0,0,0,0,0,47345.92,1
0,0,0,0,0,0,0,47828.81,1
0,0,0,0,0,0,0,47426.88,0
0,0,0,0,0,0,0,47068.62,0
0,0,0,0,0,0,0,46907.08,0
0,0,0,0,0,0,0,47020.84,1
0,0,0,0,0,0,0,47031.94,1
0,0,0,0,0,0,0,47278.73,1
0,0,0,0,0,0,0,47350.22,1
0,0,0,0,0,0,0,47076.96,0
0,0,0,0,0,0,0,47118,1
0,0,0,0,0,0,0,46999.1,0
0,0,0,0,0,0,0,46799.72,0
0,0,0,0,0,0,0,46834.77,1
0,0,0,0,0,0,0,47093.47,1
0,0,0,0,0,0,0,46944.05,0
0,0,0,0,0,0,0,47070.27,1
0,0,0,0,0,0,0,46967.46,0
0,0,0,0,0,0,0,46988.78,1
0,0,0,0,0,0,0,47153.22,1
0,0,0,0,0,0,0,47399.93,1
0,0,0,0,0,0,0,47212.84,0
0,0,0,0,0,0,0,47141.55,0
0,0,0,0,0,0,0,46877.38,0
0,0,0,0,0,0,0,46701.11,0
0,0,0,0,0,0,0,46495.8,0
0,0,0,0,0,0,0,46603.35,1
0,0,0,0,0,0,0,46463.8,0
0,0,0,0,0,0,0,46377.2,0
0,0,0,0,0,0,0,45934.42,0
0,0,0,0,0,0,0,45996.23,1
0,0,0,0,0,0,0,46220.84,1
0,0,0,0,0,0,0,46439.89,1
0,0,0,0,0,0,0,46268.24,0
0,0,0,0,0,0,0,46065.04,0
0,0,0,0,0,0,0,46127.8,1
0,0,0,0,0,0,0,46339.22,1
0,0,0,0,0,0,0,46108.16,0
0,0,0,0,0,0,0,46166.71,1
0,0,0,0,0,0,0,46387.93,1
0,0,0,0,0,0,0,46527.61,1
0,0,0,0,0,0,0,46506.85,0
0,0,0,0,0,0,0,46349.09,0
0,0,0,0,0,0,0,46636.02,1
0,0,0,0,0,0,0,46717.24,1
0,0,0,0,0,0,0,46630.76,0
0,0,0,0,0,0,0,46954.42,1
0,0,0,0,0,0,0,47344.14,1
0,0,0,0,0,0,0,46881.25,0
0,0,0,0,0,0,0,46779.78,0
0,0,0,0,0,0,0,46549.47,0
0,0,0,0,0,0,0,45734.74,0
0,0,0,0,0,0,0,46006.67,1
0,0,0,0,0,0,0,46266.95,1
0,0,0,0,0,0,0,46213.06,0
0,0,0,0,0,0,0,46158.54,0
0,0,0,0,0,0,0,45820,0
0,0,0,0,0,0,0,46276.61,1
0,0,0,0,0,0,0,46092.56,0
0,0,0,0,0,0,0,46307.51,1
0,0,0,0,0,0,0,46444.49,1
0,0,0,0,0,0,0,46421.97,0
0,0,0,0,0,0,0,46311.87,0
0,0,0,0,0,0,0,46459.41,1
0,0,0,0,0,0,0,46404.74,0
0,0,0,0,0,0,0,46414.22,1
0,0,0,0,0,0,0,46414.22,1
0,0,0,0,0,0,0,46827,1
0,0,0,0,0,0,0,46288.54,0
0,0,0,0,0,0,0,46201.09,0
0,0,0,0,0,0,0,46455.7,1
0,0,0,0,0,0,0,46708.88,1
0,0,0,0,0,0,0,46635.15,0
0,0,0,0,0,0,0,46311.24,0
0,0,0,0,0,0,0,46004.86,0
0,0,0,0,0,0,0,45927.26,0
0,0,0,0,0,0,0,44674.69,0
0,0,0,0,0,0,0,43963,0
0,0,0,0,0,0,0,43598.22,0
0,0,0,0,0,0,0,43448.72,0
0,0,0,0,0,0,0,43435.8,0
0,0,0,0,0,0,0,43686.3,1
0,0,0,0,0,0,0,43542.57,0
0,0,0,0,0,0,0,43262.23,0
0,0,0,0,0,0,0,42845.3,0
0,0,0,0,0,0,0,43041.26,1
0,0,0,0,0,0,0,43053.67,1
0,0,0,0,0,0,0,43092.58,1
0,0,0,0,0,0,0,43239.68,1
0,0,0,0,0,0,0,43055,0
0,0,0,0,0,0,0,42558.31,0
0,0,0,0,0,0,0,42870.21,1
0,0,0,0,0,0,0,42860.97,0
0,0,0,0,0,0,0,43053.89,1
0,0,0,0,0,0,0,43141.41,1
0,0,0,0,0,0,0,42795.64,0
0,0,0,0,0,0,0,42943.65,1
0,0,0,0,0,0,0,42881.19,0
0,0,0,0,0,0,0,43028.77,1
0,0,0,0,0,0,0,43380.98,1
0,0,0,0,0,0,0,43433.68,1
0,0,0,0,0,0,0,43206.86,0
0,0,0,0,0,0,0,43121.61,0
0,0,0,0,0,0,0,43169.26,1
0,0,0,0,0,0,0,43097.6,0
0,0,0,0,0,0,0,42781.96,0
0,0,0,0,0,0,0,43004.69,1
0,0,0,0,0,0,0,42791.24,0
0,0,0,0,0,0,0,41807.15,0
0,0,0,0,0,0,0,41684.9,0
0,0,0,0,0,0,0,41843.47,1
0,0,0,0,0,0,0,41512.92,0
0,0,0,0,0,0,0,41722.02,1
0,0,0,0,0,0,0,42082.89,1
0,0,0,0,0,0,0,42416.65,1
0,0,0,0,0,0,0,42176.31,0
0,0,0,0,0,0,0,42265.91,1
0,0,0,0,0,0,0,42400.91,1
0,0,0,0,0,0,0,41494.18,0
0,0,0,0,0,0,0,41890.64,1
0,0,0,0,0,0,0,41318.94,0
0,0,0,0,0,0,0,42137.67,1
0,0,0,0,0,0,0,41998.53,0
0,0,0,0,0,0,0,41707.08,0
0,0,0,0,0,0,0,41762.67,1
0,0,0,0,0,0,0,41903.38,1
0,0,0,0,0,0,0,41890.55,0
0,0,0,0,0,0,0,41543.08,0
0,0,0,0,0,0,0,41535.66,0
0,0,0,0,0,0,0,41986.53,1
0,0,0,0,0,0,0,41919.22,0
0,0,0,0,0,0,0,41886.95,0
0,0,0,0,0,0,0,41805.51,0
0,0,0,0,0,0,0,41912.12,1
0,0,0,0,0,0,0,41975.25,1
0,0,0,0,0,0,0,41928.86,0
0,0,0,0,0,0,0,41921.4,0
0,0,0,0,0,0,0,41976.97,1
0,0,0,0,0,0,0,42177.38,1
0,0,0,0,0,0,0,41931.71,0
0,0,0,0,0,0,0,41961.05,1
0,0,0,0,0,0,0,41888.23,0
0,0,0,0,0,0,0,41927.94,1
0,0,0,0,0,0,0,41755.62,0
0,0,0,0,0,0,0,41631.27,0
0,0,0,0,0,0,0,41341.89,0
0,0,0,0,0,0,0,40846.89,0
0,0,0,0,0,0,0,40664.58,0
0,0,0,0,0,0,0,40813.21,1
0,0,0,0,0,0,0,40950.32,1
0,0,0,0,0,0,0,41801.94,1
0,0,0,0,0,0,0,41936.77,1
0,0,0,0,0,0,0,41690.77,0
0,0,0,0,0,0,0,41785.11,1
0,0,0,0,0,0,0,41822.24,1
0,0,0,0,0,0,0,42124.09,1
0,0,0,0,0,0,0,41852.24,0
0,0,0,0,0,0,0,42109.88,1
0,0,0,0,0,0,0,41765.69,0
0,0,0,0,0,0,0,41891.6,1
0,0,0,0,0,0,0,41807.88,0
0,0,0,0,0,0,0,41668.88,0
0,0,0,0,0,0,0,41509.42,0
0,0,0,0,0,0,0,41656.7,1
0,0,0,0,0,0,0,41870.45,1
0,0,0,0,0,0,0,41754.35,0
0,0,0,0,0,0,0,41471,0
0,0,0,0,0,0,0,41558.63,1
0,0,0,0,0,0,0,41631.28,1
0,0,0,0,0,0,0,42155.6,1
0,0,0,0,0,0,0,42106.97,0
0,0,0,0,0,0,0,41993,0
0,0,0,0,0,0,0,42719.55,1
0,0,0,0,0,0,0,42460.17,0
0,0,0,0,0,0,0,42320.87,0
0,0,0,0,0,0,0,42220.44,0
0,0,0,0,0,0,0,41875.81,0
0,0,0,0,0,0,0,41660.69,0
0,0,0,0,0,0,0,41844.41,1
0,0,0,0,0,0,0,41931.98,1
0,0,0,0,0,0,0,41999.51,1
0,0,0,0,0,0,0,42190.88,1
0,0,0,0,0,0,0,42049.85,0
0,0,0,0,0,0,0,41944.61,0
0,0,0,0,0,0,0,42056.48,1
0,0,0,0,0,0,0,41834.05,0
0,0,0,0,0,0,0,41811.25,0
0,0,0,0,0,0,0,41807.32,0
0,0,0,0,0,0,0,41525.19,0
0,0,0,0,0,0,0,40952.9,0
0,0,0,0,0,0,0,40784.75,0
0,0,0,0,0,0,0,40809.55,1
0,0,0,0,0,0,0,41000.66,1
0,0,0,0,0,0,0,41914.44,1
0,0,0,0,0,0,0,41212.25,0
0,0,0,0,0,0,0,41638.27,1
0,0,0,0,0,0,0,41297.19,0
0,0,0,0,0,0,0,41699.48,1
0,0,0,0,0,0,0,41738.06,1
0,0,0,0,0,0,0,41625.68,0
0,0,0,0,0,0,0,41845.42,1
0,0,0,0,0,0,0,41621.26,0
0,0,0,0,0,0,0,41936.38,1
0,0,0,0,0,0,0,42195.69,1
0,0,0,0,0,0,0,42295.74,1
